map_name	part_name	logical_key	entity_id	code_lines	comment_lines	parsed_operation_uses	operations	usage_classes	collides_item_lot_id	collides_acquisition_flag	source_lines
m21_00_00_00	c9020_0002	m21_00_00_00:c9020_0002	2100952	12	0	23	$InitializeEvent:argument:9;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:8	character_operation:11;event_argument:9;presentation_operation:3	False	False	m21_00_00_00.emevd.dcx.js:80;m21_00_00_00.emevd.dcx.js:95;m21_00_00_00.emevd.dcx.js:96;m21_00_00_00.emevd.dcx.js:97;m21_00_00_00.emevd.dcx.js:104;m21_00_00_00.emevd.dcx.js:105;m21_00_00_00.emevd.dcx.js:106;m21_00_00_00.emevd.dcx.js:107;m21_00_00_00.emevd.dcx.js:201;m21_00_00_00.emevd.dcx.js:361;m21_00_00_00.emevd.dcx.js:389;m21_00_00_00.emevd.dcx.js:417
m21_00_00_00	c9020_0003	m21_00_00_00:c9020_0003	2100953	12	0	23	$InitializeEvent:argument:9;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:8	character_operation:11;event_argument:9;presentation_operation:3	False	False	m21_00_00_00.emevd.dcx.js:98;m21_00_00_00.emevd.dcx.js:99;m21_00_00_00.emevd.dcx.js:100;m21_00_00_00.emevd.dcx.js:101;m21_00_00_00.emevd.dcx.js:109;m21_00_00_00.emevd.dcx.js:111;m21_00_00_00.emevd.dcx.js:112;m21_00_00_00.emevd.dcx.js:113;m21_00_00_00.emevd.dcx.js:202;m21_00_00_00.emevd.dcx.js:362;m21_00_00_00.emevd.dcx.js:390;m21_00_00_00.emevd.dcx.js:418
m21_00_00_00	c9020_0004	m21_00_00_00:c9020_0004	2100954	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:131;m21_00_00_00.emevd.dcx.js:235;m21_00_00_00.emevd.dcx.js:363;m21_00_00_00.emevd.dcx.js:391;m21_00_00_00.emevd.dcx.js:419;m21_00_00_00.emevd.dcx.js:2009;m21_00_00_00.emevd.dcx.js:2055
m21_00_00_00	c9020_0005	m21_00_00_00:c9020_0005	2100955	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:132;m21_00_00_00.emevd.dcx.js:236;m21_00_00_00.emevd.dcx.js:364;m21_00_00_00.emevd.dcx.js:392;m21_00_00_00.emevd.dcx.js:420;m21_00_00_00.emevd.dcx.js:2090;m21_00_00_00.emevd.dcx.js:2154
m21_00_00_00	c9020_0006	m21_00_00_00:c9020_0006	2100956	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:133;m21_00_00_00.emevd.dcx.js:237;m21_00_00_00.emevd.dcx.js:365;m21_00_00_00.emevd.dcx.js:393;m21_00_00_00.emevd.dcx.js:421;m21_00_00_00.emevd.dcx.js:2189;m21_00_00_00.emevd.dcx.js:2253
m21_00_00_00	c9020_0007	m21_00_00_00:c9020_0007	2100957	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:134;m21_00_00_00.emevd.dcx.js:238;m21_00_00_00.emevd.dcx.js:366;m21_00_00_00.emevd.dcx.js:394;m21_00_00_00.emevd.dcx.js:422;m21_00_00_00.emevd.dcx.js:2288;m21_00_00_00.emevd.dcx.js:2352
m21_00_00_00	c9020_0008	m21_00_00_00:c9020_0008	2100958	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:135;m21_00_00_00.emevd.dcx.js:239;m21_00_00_00.emevd.dcx.js:367;m21_00_00_00.emevd.dcx.js:395;m21_00_00_00.emevd.dcx.js:423;m21_00_00_00.emevd.dcx.js:2387;m21_00_00_00.emevd.dcx.js:2451
m21_00_00_00	c9020_0009	m21_00_00_00:c9020_0009	2100959	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:136;m21_00_00_00.emevd.dcx.js:240;m21_00_00_00.emevd.dcx.js:368;m21_00_00_00.emevd.dcx.js:396;m21_00_00_00.emevd.dcx.js:424;m21_00_00_00.emevd.dcx.js:2486;m21_00_00_00.emevd.dcx.js:2550
m21_00_00_00	c9020_0010	m21_00_00_00:c9020_0010	2100960	7	0	11	$InitializeEvent:argument:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;SpawnOneshotSFX:2;resolved/ForceAnimationPlayback:3;resolved/RotateCharacter:1	character_operation:4;event_argument:2;presentation_operation:5	False	False	m21_00_00_00.emevd.dcx.js:137;m21_00_00_00.emevd.dcx.js:241;m21_00_00_00.emevd.dcx.js:369;m21_00_00_00.emevd.dcx.js:397;m21_00_00_00.emevd.dcx.js:425;m21_00_00_00.emevd.dcx.js:2585;m21_00_00_00.emevd.dcx.js:2649
m21_00_00_00	c9020_0011	m21_00_00_00:c9020_0011	2100211	10	0	25	$InitializeEvent:argument:3;ForceAnimationPlayback:4;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;resolved/ChangeCharacterDispmask:12;resolved/CharacterBackreadStatus:3	character_operation:18;event_argument:3;presentation_operation:4	False	False	m21_00_00_00.emevd.dcx.js:210;m21_00_00_00.emevd.dcx.js:211;m21_00_00_00.emevd.dcx.js:212;m21_00_00_00.emevd.dcx.js:346;m21_00_00_00.emevd.dcx.js:374;m21_00_00_00.emevd.dcx.js:402;m21_00_00_00.emevd.dcx.js:2779;m21_00_00_00.emevd.dcx.js:2783;m21_00_00_00.emevd.dcx.js:2787;m21_00_00_00.emevd.dcx.js:2791
m21_00_00_00	c9020_0012	m21_00_00_00:c9020_0012	2100212	11	0	31	$InitializeEvent:argument:4;ForceAnimationPlayback:4;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;resolved/ChangeCharacterDispmask:16;resolved/CharacterBackreadStatus:4	character_operation:23;event_argument:4;presentation_operation:4	False	False	m21_00_00_00.emevd.dcx.js:213;m21_00_00_00.emevd.dcx.js:214;m21_00_00_00.emevd.dcx.js:215;m21_00_00_00.emevd.dcx.js:216;m21_00_00_00.emevd.dcx.js:347;m21_00_00_00.emevd.dcx.js:375;m21_00_00_00.emevd.dcx.js:403;m21_00_00_00.emevd.dcx.js:2780;m21_00_00_00.emevd.dcx.js:2784;m21_00_00_00.emevd.dcx.js:2788;m21_00_00_00.emevd.dcx.js:2792
m21_00_00_00	c9020_0013	m21_00_00_00:c9020_0013	2100213	7	0	22	$InitializeEvent:argument:3;ForceAnimationPlayback:4;resolved/ChangeCharacterDispmask:12;resolved/CharacterBackreadStatus:3	character_operation:15;event_argument:3;presentation_operation:4	False	False	m21_00_00_00.emevd.dcx.js:217;m21_00_00_00.emevd.dcx.js:218;m21_00_00_00.emevd.dcx.js:219;m21_00_00_00.emevd.dcx.js:2781;m21_00_00_00.emevd.dcx.js:2785;m21_00_00_00.emevd.dcx.js:2789;m21_00_00_00.emevd.dcx.js:2793
m21_00_00_00	c9020_0015	m21_00_00_00:c9020_0015	2100215	11	0	11	CharacterBackreadStatus:1;EntityInRadiusOfEntity:1;ForceAnimationPlayback:4;SetCharacterAnimationState:1;SetCharacterBackreadState:2;SetCharacterGravity:1;SetCharacterMaphits:1	character_operation:6;presentation_operation:4;spatial_operation:1	False	False	m21_00_00_00.emevd.dcx.js:304;m21_00_00_00.emevd.dcx.js:350;m21_00_00_00.emevd.dcx.js:378;m21_00_00_00.emevd.dcx.js:406;m21_00_00_00.emevd.dcx.js:2857;m21_00_00_00.emevd.dcx.js:2860;m21_00_00_00.emevd.dcx.js:2862;m21_00_00_00.emevd.dcx.js:2863;m21_00_00_00.emevd.dcx.js:2868;m21_00_00_00.emevd.dcx.js:2873;m21_00_00_00.emevd.dcx.js:2878
m21_00_00_00	c9020_0016	m21_00_00_00:c9020_0016	2100216	11	0	11	CharacterBackreadStatus:1;EntityInRadiusOfEntity:1;ForceAnimationPlayback:4;SetCharacterAnimationState:1;SetCharacterBackreadState:2;SetCharacterGravity:1;SetCharacterMaphits:1	character_operation:6;presentation_operation:4;spatial_operation:1	False	False	m21_00_00_00.emevd.dcx.js:308;m21_00_00_00.emevd.dcx.js:351;m21_00_00_00.emevd.dcx.js:379;m21_00_00_00.emevd.dcx.js:407;m21_00_00_00.emevd.dcx.js:2885;m21_00_00_00.emevd.dcx.js:2888;m21_00_00_00.emevd.dcx.js:2890;m21_00_00_00.emevd.dcx.js:2891;m21_00_00_00.emevd.dcx.js:2896;m21_00_00_00.emevd.dcx.js:2908;m21_00_00_00.emevd.dcx.js:2913
m21_00_00_00	c9020_0018	m21_00_00_00:c9020_0018	2100218	43	0	43	ChangeCharacterDispmask:28;ForceAnimationPlayback:10;RotateCharacter:2;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1	character_operation:33;presentation_operation:10	False	False	m21_00_00_00.emevd.dcx.js:353;m21_00_00_00.emevd.dcx.js:381;m21_00_00_00.emevd.dcx.js:409;m21_00_00_00.emevd.dcx.js:3029;m21_00_00_00.emevd.dcx.js:3031;m21_00_00_00.emevd.dcx.js:3033;m21_00_00_00.emevd.dcx.js:3034;m21_00_00_00.emevd.dcx.js:3035;m21_00_00_00.emevd.dcx.js:3036;m21_00_00_00.emevd.dcx.js:3037;m21_00_00_00.emevd.dcx.js:3038;m21_00_00_00.emevd.dcx.js:3039;m21_00_00_00.emevd.dcx.js:3040;m21_00_00_00.emevd.dcx.js:3041;m21_00_00_00.emevd.dcx.js:3042;m21_00_00_00.emevd.dcx.js:3044;m21_00_00_00.emevd.dcx.js:3052;m21_00_00_00.emevd.dcx.js:3055;m21_00_00_00.emevd.dcx.js:3058;m21_00_00_00.emevd.dcx.js:3061;m21_00_00_00.emevd.dcx.js:3064;m21_00_00_00.emevd.dcx.js:3067;m21_00_00_00.emevd.dcx.js:3070;m21_00_00_00.emevd.dcx.js:3073;m21_00_00_00.emevd.dcx.js:3076;m21_00_00_00.emevd.dcx.js:3079;m21_00_00_00.emevd.dcx.js:3097;m21_00_00_00.emevd.dcx.js:3101;m21_00_00_00.emevd.dcx.js:3121;m21_00_00_00.emevd.dcx.js:3173;m21_00_00_00.emevd.dcx.js:3175;m21_00_00_00.emevd.dcx.js:3178;m21_00_00_00.emevd.dcx.js:3179;m21_00_00_00.emevd.dcx.js:3180;m21_00_00_00.emevd.dcx.js:3181;m21_00_00_00.emevd.dcx.js:3182;m21_00_00_00.emevd.dcx.js:3183;m21_00_00_00.emevd.dcx.js:3184;m21_00_00_00.emevd.dcx.js:3185;m21_00_00_00.emevd.dcx.js:3186;m21_00_00_00.emevd.dcx.js:3187;m21_00_00_00.emevd.dcx.js:3188;m21_00_00_00.emevd.dcx.js:3190
m21_00_00_00	c9020_0019	m21_00_00_00:c9020_0019	2100219	9	0	9	ForceAnimationPlayback:6;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1	character_operation:3;presentation_operation:6	False	False	m21_00_00_00.emevd.dcx.js:348;m21_00_00_00.emevd.dcx.js:376;m21_00_00_00.emevd.dcx.js:404;m21_00_00_00.emevd.dcx.js:2832;m21_00_00_00.emevd.dcx.js:2836;m21_00_00_00.emevd.dcx.js:2843;m21_00_00_00.emevd.dcx.js:2845;m21_00_00_00.emevd.dcx.js:2847;m21_00_00_00.emevd.dcx.js:2849
m21_00_00_00	c9020_0020	m21_00_00_00:c9020_0020	2100230	15	0	15	CharacterBackreadStatus:2;EntityInRadiusOfEntity:1;ForceAnimationPlayback:9;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1	character_operation:5;presentation_operation:9;spatial_operation:1	False	False	m21_00_00_00.emevd.dcx.js:357;m21_00_00_00.emevd.dcx.js:385;m21_00_00_00.emevd.dcx.js:413;m21_00_00_00.emevd.dcx.js:2920;m21_00_00_00.emevd.dcx.js:2922;m21_00_00_00.emevd.dcx.js:2924;m21_00_00_00.emevd.dcx.js:2925;m21_00_00_00.emevd.dcx.js:2929;m21_00_00_00.emevd.dcx.js:2935;m21_00_00_00.emevd.dcx.js:2939;m21_00_00_00.emevd.dcx.js:2967;m21_00_00_00.emevd.dcx.js:2969;m21_00_00_00.emevd.dcx.js:2973;m21_00_00_00.emevd.dcx.js:2979;m21_00_00_00.emevd.dcx.js:2983
m21_00_00_00	c9020_0021	m21_00_00_00:c9020_0021	2100231	25	0	40	$InitializeEvent:argument:11;CharacterBackreadStatus:2;ForceAnimationPlayback:9;SetCharacterAnimationState:1;SetCharacterGravity:1;SetCharacterMaphits:1;resolved/ForceAnimationPlayback:3;resolved/IssueShortWarpRequest:1;resolved/RotateCharacter:10;resolved/SetSpEffect:1	character_operation:16;event_argument:11;other_operation:1;presentation_operation:12	False	False	m21_00_00_00.emevd.dcx.js:114;m21_00_00_00.emevd.dcx.js:115;m21_00_00_00.emevd.dcx.js:116;m21_00_00_00.emevd.dcx.js:117;m21_00_00_00.emevd.dcx.js:118;m21_00_00_00.emevd.dcx.js:119;m21_00_00_00.emevd.dcx.js:120;m21_00_00_00.emevd.dcx.js:121;m21_00_00_00.emevd.dcx.js:122;m21_00_00_00.emevd.dcx.js:123;m21_00_00_00.emevd.dcx.js:203;m21_00_00_00.emevd.dcx.js:358;m21_00_00_00.emevd.dcx.js:386;m21_00_00_00.emevd.dcx.js:414;m21_00_00_00.emevd.dcx.js:2945;m21_00_00_00.emevd.dcx.js:2946;m21_00_00_00.emevd.dcx.js:2947;m21_00_00_00.emevd.dcx.js:2951;m21_00_00_00.emevd.dcx.js:2957;m21_00_00_00.emevd.dcx.js:2961;m21_00_00_00.emevd.dcx.js:2990;m21_00_00_00.emevd.dcx.js:2995;m21_00_00_00.emevd.dcx.js:2999;m21_00_00_00.emevd.dcx.js:3005;m21_00_00_00.emevd.dcx.js:3009
