map_path	map_name	event_name	event_id	event_entity_id	treasure_part_name	part_entity_id	x	y	z	lot_field	item_lot_id	lot_name	acquisition_flags
m23_00_00_00.msb	m23_00_00_00	Item_宝死体37	187	-1	o000632_0026	-1	113.731995	-67.858	-51.39	item_lot_1	2300370	宝死体37	52300370
m23_00_00_00.msb	m23_00_00_00	Item_宝死体38	188	-1	o000632_0027	-1	72.175	-101.1	-35.34	item_lot_1	2300380	宝死体38	52300380
m23_00_00_00.msb	m23_00_00_00	Item_宝死体39	189	-1	o000630_0002	-1	75.42	-95.3	-30.57	item_lot_1	2300390	宝死体39	52300390
m23_00_00_00.msb	m23_00_00_00	Item_宝死体40	190	-1	o000630_0000	-1	65.604996	-89.39	-52.907	item_lot_1	2300400	宝死体40-1	52300400
m23_00_00_00.msb	m23_00_00_00	Item_宝死体41	191	-1	o000613_0020	-1	54.731	-101.074	-41.599	item_lot_1	2300410	宝死体41	52300410
m23_00_00_00.msb	m23_00_00_00	Item_宝死体42	192	-1	o000613_0021	-1	-14.632004	-85.18	-48.408	item_lot_1	2300420	宝死体42	52300420
m23_00_00_00.msb	m23_00_00_00	Item_宝死体43	193	-1	o000632_0028	-1	-25.265	-93.085	-98.195	item_lot_1	2300430	宝死体43	52300430
m23_00_00_00.msb	m23_00_00_00	Item_宝死体44	194	-1	o000632_0029	-1	31.925	-115.42	-49.935	item_lot_1	2300440	宝死体44	52300440
m23_00_00_00.msb	m23_00_00_00	Item_宝死体45	16	-1	o000632_0030	-1	43.555	-115.261	13.169	item_lot_1	2300450	宝死体45	52300450
m23_00_00_00.msb	m23_00_00_00	Item_宝死体46	195	-1	o000632_0033	-1	-16.877998	-110.59	0.855	item_lot_1	2300460	宝死体46	52300460
m23_00_00_00.msb	m23_00_00_00	Item_宝死体47	306	-1	o000632_0004	-1	122.93	-42.67	20.72	item_lot_1	2300470	宝死体47	52300470
m23_00_00_00.msb	m23_00_00_00	Item_宝死体48	307	-1	o000632_0007	-1	111.03	-67.9	-2.79	item_lot_1	2300480	宝死体48	52300480
m23_00_00_00.msb	m23_00_00_00	Item_宝死体49	308	-1	o000632_0019	-1	59.2	-80.28	-38.25	item_lot_1	2300490	宝死体49	52300490
m23_00_00_00.msb	m23_00_00_00	Item_宝死体50	309	-1	o000632_0035	-1	-24.89	-101.35	-78.08	item_lot_1	2300500	宝死体50	52300500
m23_00_00_00.msb	m23_00_00_00	Item_宝死体51	310	-1	o000632_0034	-1	93.03	-117.82	-61.42	item_lot_1	2300510	宝死体51	52300510
m23_00_00_00.msb	m23_00_00_00	Item_宝死体52	311	-1	o000632_0008	-1	-52.83	-129.85	21.2	item_lot_1	2300520	宝死体52	52300520
m23_00_00_00.msb	m23_00_00_00	Item_宝死体53	315	-1	o000632_0038	-1	55.22	-82.5	-51.28	item_lot_1	2300530	宝死体53	52300530
m23_00_00_00.msb	m23_00_00_00	Item_宝箱00（旧宝死体17）	218	-1	o002100_0000	2301050	-45.21	-107.55	-61.25	item_lot_1	2300170	祭壇	52300170
m23_00_00_00.msb	m23_00_00_00	Item_宝箱01（旧宝死体30）	35	-1	o002100_0001	2301050	62.168	-101.263	-50.256	item_lot_1	2300300	宝箱01	52300300
m23_00_00_01.msb	m23_00_00_01	Item_宝死体00	10	-1	o000613_0001	-1	88.05	-70.009995	19.76	item_lot_1	2300000	宝死体00	52300000
m23_00_00_01.msb	m23_00_00_01	Item_宝死体01	52	-1	o000632_0023	-1	96.415	-67.908005	-56.75	item_lot_1	2300010	宝死体01	52300010
m23_00_00_01.msb	m23_00_00_01	Item_宝死体02	173	-1	o000632_0015	-1	75.11	-80.33	-25.93	item_lot_1	2300020	宝死体02	52300020
m23_00_00_01.msb	m23_00_00_01	Item_宝死体03	174	-1	o000632_0000	-1	50.09	-82.97	-69.53	item_lot_1	2300030	宝死体03	52300030
m23_00_00_01.msb	m23_00_00_01	Item_宝死体04	175	-1	o000632_0001	-1	45.964	-83.009995	-72.75	item_lot_1	2300040	宝死体04	52300040
m23_00_00_01.msb	m23_00_00_01	Item_宝死体05	176	-1	o000632_0024	-1	36.631	-85.287	-68.324	item_lot_1	2300050	宝死体05	52300050
m23_00_00_01.msb	m23_00_00_01	Item_宝死体06	177	-1	o000632_0016	-1	-52.560997	-100.130005	-89.322	item_lot_1	2300060	宝死体06	52300060
m23_00_00_01.msb	m23_00_00_01	Item_宝死体07	178	-1	o000632_0009	2301600	-42	-93.19	-52.59	item_lot_1	2300070	宝死体07	52300070
m23_00_00_01.msb	m23_00_00_01	Item_宝死体08	179	-1	o000632_0017	-1	52.75	-90.41	-55.96	item_lot_1	2300080	宝死体08	52300080
m23_00_00_01.msb	m23_00_00_01	Item_宝死体09	197	-1	o000611_0003	-1	148.797	-119.51	-67.537	item_lot_1	2300090	宝死体09	52300090
m23_00_00_01.msb	m23_00_00_01	Item_宝死体10	198	-1	o000610_0002	-1	133.26001	-119.26	-77.957	item_lot_1	2300100	宝死体10	52300100
m23_00_00_01.msb	m23_00_00_01	Item_宝死体11	199	-1	o000613_0004	-1	142.32599	-121.23	-97.108	item_lot_1	2300110	宝死体11	52300110
m23_00_00_01.msb	m23_00_00_01	Item_宝死体12	200	-1	o000632_0002	-1	-4.081001	-114.38	0.978	item_lot_1	2300120	宝死体12	52300120
m23_00_00_01.msb	m23_00_00_01	Item_宝死体13	201	-1	o000632_0032	-1	-65.831	-125.965	-5.169	item_lot_1	2300130	宝死体13	52300130
m23_00_00_01.msb	m23_00_00_01	Item_宝死体14	202	-1	o000632_0011	-1	-55.5	-110.13	-15.88	item_lot_1	2300140	宝死体14	52300140
m23_00_00_01.msb	m23_00_00_01	Item_宝死体15	203	-1	o000632_0020	-1	41.002	-105.298	7.158	item_lot_1	2300150	宝死体15	52300150
m23_00_00_01.msb	m23_00_00_01	Item_宝死体16	217	-1	o000632_0018	-1	-39.6	-107.57	-98.99	item_lot_1	2300160	宝死体16	52300160
m23_00_00_01.msb	m23_00_00_01	Item_宝死体18	219	-1	o000632_0010	-1	136.599	-65.024	38.66	item_lot_1	2300180	宝死体18	52300180
m23_00_00_01.msb	m23_00_00_01	Item_宝死体19	222	-1	o000632_0031	-1	46.78	-94.452	14.144	item_lot_1	2300190	宝死体19	52300190
m23_00_00_01.msb	m23_00_00_01	Item_宝死体20	223	-1	o000630_0001	-1	76.699	-90.375	16.295	item_lot_1	2300200	宝死体20	52300200
m23_00_00_01.msb	m23_00_00_01	Item_宝死体21	224	-1	o000632_0021	-1	47.385	-83.208	-84.145	item_lot_1	2300210	宝死体21	52300210
m23_00_00_01.msb	m23_00_00_01	Item_宝死体22	225	-1	o000632_0012	-1	-46.04	-91.42	-70.77	item_lot_1	2300220	宝死体22	52300220
m23_00_00_01.msb	m23_00_00_01	Item_宝死体23	285	-1	o000632_0003	-1	70.124	-82.990005	-72.481	item_lot_1	2300230	宝死体23	52300230
m23_00_00_01.msb	m23_00_00_01	Item_宝死体24	288	-1	o000632_0025	-1	14.544998	-111.216	-40.029	item_lot_1	2300240	宝死体24	52300240
m23_00_00_01.msb	m23_00_00_01	Item_宝死体25	289	-1						item_lot_1	2300250	宝死体25	52300250
m23_00_00_01.msb	m23_00_00_01	Item_宝死体26	290	-1						item_lot_1	2300260	宝死体26	52300260
m23_00_00_01.msb	m23_00_00_01	Item_宝死体27	291	-1						item_lot_1	2300270	宝死体27	52300270
m23_00_00_01.msb	m23_00_00_01	Item_宝死体28	292	-1	o000632_0022	-1	132.48001	-56.138	19.286	item_lot_1	2300280	宝死体28	52300280
m23_00_00_01.msb	m23_00_00_01	Item_宝死体29	33	-1	o000632_0037	-1	70.772	-67.881	43.727	item_lot_1	2300290	宝死体29	52300290
m23_00_00_01.msb	m23_00_00_01	Item_宝死体31	36	-1	o000632_0005	-1	-147.685	-126.38	65.266	item_lot_1	2300310	宝死体31	52300310
m23_00_00_01.msb	m23_00_00_01	Item_宝死体32	37	-1	o000610_0008	-1	5.375999	-113.144	-80.68	item_lot_1	2300320	宝死体32	52300320
m23_00_00_01.msb	m23_00_00_01	Item_宝死体33	40	-1	o000632_0006	-1	-11.834999	-114.843	15.098	item_lot_1	2300330	宝死体33	52300330
m23_00_00_01.msb	m23_00_00_01	Item_宝死体34	43	-1	o000611_0000	-1	52.34	-99.468	13.053	item_lot_1	2300340	宝死体34	52300340
m23_00_00_01.msb	m23_00_00_01	Item_宝死体35	164	-1	o000632_0013	-1	75.345	-75.139	22.725	item_lot_1	2300350	宝死体35	52300350
m23_00_00_01.msb	m23_00_00_01	Item_宝死体36	165	-1	o000632_0014	-1	-40.239998	-85.465	-87.575	item_lot_1	2300360	宝死体36	52300360
m23_00_00_01.msb	m23_00_00_01	Item_宝死体37	187	-1	o000632_0026	-1	113.731995	-67.858	-51.39	item_lot_1	2300370	宝死体37	52300370
m23_00_00_01.msb	m23_00_00_01	Item_宝死体38	188	-1	o000632_0027	-1	72.175	-101.1	-35.34	item_lot_1	2300380	宝死体38	52300380
m23_00_00_01.msb	m23_00_00_01	Item_宝死体39	189	-1	o000630_0002	-1	75.42	-95.3	-30.57	item_lot_1	2300390	宝死体39	52300390
m23_00_00_01.msb	m23_00_00_01	Item_宝死体40	190	-1	o000630_0000	-1	65.604996	-89.39	-52.907	item_lot_1	2300400	宝死体40-1	52300400
m23_00_00_01.msb	m23_00_00_01	Item_宝死体41	191	-1	o000613_0020	-1	54.731	-101.074	-41.599	item_lot_1	2300410	宝死体41	52300410
m23_00_00_01.msb	m23_00_00_01	Item_宝死体42	192	-1	o000613_0021	-1	-14.632004	-85.18	-48.408	item_lot_1	2300420	宝死体42	52300420
m23_00_00_01.msb	m23_00_00_01	Item_宝死体43	193	-1	o000632_0028	-1	-25.265	-93.085	-98.195	item_lot_1	2300430	宝死体43	52300430
m23_00_00_01.msb	m23_00_00_01	Item_宝死体44	194	-1	o000632_0029	-1	31.925	-115.42	-49.935	item_lot_1	2300440	宝死体44	52300440
m23_00_00_01.msb	m23_00_00_01	Item_宝死体45	16	-1	o000632_0030	-1	43.555	-115.261	13.169	item_lot_1	2300450	宝死体45	52300450
m23_00_00_01.msb	m23_00_00_01	Item_宝死体46	195	-1	o000632_0033	-1	-16.877998	-110.59	0.855	item_lot_1	2300460	宝死体46	52300460
m23_00_00_01.msb	m23_00_00_01	Item_宝死体47	306	-1	o000632_0004	-1	122.93	-42.67	20.72	item_lot_1	2300470	宝死体47	52300470
m23_00_00_01.msb	m23_00_00_01	Item_宝死体48	307	-1	o000632_0007	-1	111.03	-67.9	-2.79	item_lot_1	2300480	宝死体48	52300480
m23_00_00_01.msb	m23_00_00_01	Item_宝死体49	308	-1	o000632_0019	-1	59.2	-80.28	-38.25	item_lot_1	2300490	宝死体49	52300490
m23_00_00_01.msb	m23_00_00_01	Item_宝死体50	309	-1	o000632_0035	-1	-24.89	-101.35	-78.08	item_lot_1	2300500	宝死体50	52300500
m23_00_00_01.msb	m23_00_00_01	Item_宝死体51	310	-1	o000632_0034	-1	93.03	-117.82	-61.42	item_lot_1	2300510	宝死体51	52300510
m23_00_00_01.msb	m23_00_00_01	Item_宝死体52	311	-1	o000632_0008	-1	-52.83	-129.85	21.2	item_lot_1	2300520	宝死体52	52300520
m23_00_00_01.msb	m23_00_00_01	Item_宝死体53	315	-1	o000632_0038	-1	55.22	-82.5	-51.28	item_lot_1	2300530	宝死体53	52300530
m23_00_00_01.msb	m23_00_00_01	Item_宝箱00（旧宝死体17）	218	-1	o002100_0000	2301050	-45.21	-107.55	-61.25	item_lot_1	2300170	祭壇	52300170
m23_00_00_01.msb	m23_00_00_01	Item_宝箱01（旧宝死体30）	35	-1	o002100_0001	2301050	62.168	-101.263	-50.256	item_lot_1	2300300	宝箱01	52300300
m24_00_00_00.msb	m24_00_00_00	Item ダミー宝死体（アイテム抽選パラCと共通）	332	-1	o000631_0047	-1	71.06	53.29	329.72	item_lot_1	2420320	宝死体20	52420320
m24_00_00_00.msb	m24_00_00_00	Item 宝死体01 C	28	-1	o000631_0028	-1	52.528	22.83	141.375	item_lot_1	2400420	宝死体32_聖C前	52400420
m24_00_00_00.msb	m24_00_00_00	Item 宝死体02 A小広場邪神	29	-1	o000630_0001	-1	-20.14	-15.17	93.94	item_lot_1	2400120	宝死体02-1	52400120
m24_00_00_00.msb	m24_00_00_00	Item 宝死体03 A大階段_入口	30	-1	o000631_0013	-1	-36.89	-11.48	76.99	item_lot_1	2400130	宝死体03	52400130
m24_00_00_00.msb	m24_00_00_00	Item 宝死体04 A広場	31	-1	o000631_0014	-1	-34.35	-0.22	160.26	item_lot_1	2400140	宝死体04	52400140
m24_00_00_00.msb	m24_00_00_00	Item 宝死体05　AＳＣ脇道	32	-1	o000631_0012	-1	15.65	5.51	211.59	item_lot_1	2400150	宝死体05	52400150
m24_00_00_00.msb	m24_00_00_00	Item 宝死体06　A大階段_踊り場	33	-1						item_lot_1	2400160	宝死体06	52400160
m24_00_00_00.msb	m24_00_00_00	Item 宝死体07　A広場	34	-1	o000631_0011	-1	-49.95	0.58	158.2	item_lot_1	2400170	宝死体07	52400170
m24_00_00_00.msb	m24_00_00_00	Item 宝死体08　A墓地街前	35	-1	o000631_0017	-1	-15.13	21.74	284.98	item_lot_1	2400180	宝死体08	52400180
m24_00_00_00.msb	m24_00_00_00	Item 宝死体09　A裏路地_建物内	36	-1						item_lot_1	2400190	宝死体09	52400190
m24_00_00_00.msb	m24_00_00_00	Item 宝死体10　A廃墟のつなぎ建物内2階	37	-1	o000631_0025	-1	80	-21.81	61.37	item_lot_1	2400200	宝死体10	52400200
m24_00_00_00.msb	m24_00_00_00	Item 宝死体11　A裏路地_入口	80	-1	o000631_0040	-1	-99.37	-3.39	141.74	item_lot_1	2400210	宝死体11	52400210
m24_00_00_00.msb	m24_00_00_00	Item 宝死体12　A広場	81	-1	o000631_0039	-1	-38.07	0.14	175.78	item_lot_1	2400220	宝死体12	52400220
m24_00_00_00.msb	m24_00_00_00	Item 宝死体13　A大階段_上	82	-1	o000631_0038	-1	-3.23	11.6	215.41	item_lot_1	2400230	宝死体13	52400230
m24_00_00_00.msb	m24_00_00_00	Item 宝死体14　A旧入り口_犬	100	-1	o000631_0033	-1	-78.52	-18.1	41.37	item_lot_1	2400240	宝死体14	52400240
m24_00_00_00.msb	m24_00_00_00	Item 宝死体15　A廃墟のつなぎ_トラップ	101	-1						item_lot_1	2400250	宝死体15	52400250
m24_00_00_00.msb	m24_00_00_00	Item 宝死体16　A裏路地広場2階	102	-1	o000631_0022	-1	-78.54	-2.18	185.68	item_lot_1	2400260	宝死体16	52400260
m24_00_00_00.msb	m24_00_00_00	Item 宝死体17　A屋根の上	103	-1	o000631_0020	-1	14.78	2.26	154.44	item_lot_1	2400270	宝死体17_1	52400270
m24_00_00_00.msb	m24_00_00_00	Item 宝死体18　AＳＣ_塔上	104	-1	o000631_0032	-1	22.85	13.11	174.73	item_lot_1	2400280	宝死体18	52400280
m24_00_00_00.msb	m24_00_00_00	Item 宝死体19　A裏路地	105	-1	o000630_0000	-1	-112.23	-9.59	170.27	item_lot_1	2400290	宝死体19-1	52400290
m24_00_00_00.msb	m24_00_00_00	Item 宝死体20　A森入口	106	-1	o000631_0031	-1	-109.96	-2.51	198.52	item_lot_1	2400300	宝死体20	52400300
m24_00_00_00.msb	m24_00_00_00	Item 宝死体21　A裏路地から見える森入口	107	-1	o000631_0030	-1	-85.884	-0.05	164.582	item_lot_1	2400310	宝死体21	52400310
m24_00_00_00.msb	m24_00_00_00	Item 宝死体22 A小広場廃墟側	233	-1	o000631_0007	-1	-13.13	-15.45	72.54	item_lot_1	2400320	宝死体22	52400320
m24_00_00_00.msb	m24_00_00_00	Item 宝死体23 A旧入り口	693	-1	o000631_0006	-1	-80.79	-18.6	65.95	item_lot_1	2400330	宝死体23	52400330
m24_00_00_00.msb	m24_00_00_00	Item 宝死体24　A見晴らし塔	170	-1	o000631_0019	-1	-36.13	4.57	196.62	item_lot_1	2400340	宝死体24	52400340
m24_00_00_00.msb	m24_00_00_00	Item 宝死体25　A広場入口脇	690	-1	o000631_0018	-1	-63.09	-0.97	149.32	item_lot_1	2400350	宝死体25	52400350
