npc_param_id	npc_name	drop_field	item_lot_id	lot_name	lot_present	lot_acquisition_flags
6154	血族狩り（剣槌）　ローゲリウス墓前死体	itemLotId_1	34020	血族狩り_ローゲリウスの祀りが終わり、墓前で死んでいるときの死体から拾えるもの	True	50001820
6155	血族狩り（剣槌）_初期地点	itemLotId_1	34035	血族狩り_死亡時ドロップアイテム_初期地点	True	50001800
6160	復讐者（初回聖堂街B）	itemLotId_1	35020	復讐者_死亡時ドロップアイテム_通常時	True	50001900
6161	復讐者（イベント進行 聖堂街A：闇落ち）	itemLotId_1	35020	復讐者_死亡時ドロップアイテム_通常時	True	50001900
6300	廃墟　獣の守護者	itemLotId_1	33010	獣の守護者_死亡時ドロップアイテム	True	50001700
6301	古狩人デュラ（共闘）	itemLotId_1	33010	獣の守護者_死亡時ドロップアイテム	True	50001700
6310	廃墟　ハンター	itemLotId_1	50000	敵NPC_廃墟のハンターのドロップアイテム	True	50003000
6340	生贄のNPC１	itemLotId_1	51000	敵NPC_生贄の3人衆Aのドロップアイテム（裸）	True	50003100
6350	生贄のNPC２	itemLotId_1	52000	敵NPC_生贄の3人衆Bのドロップアイテム（大筒）	True	50003200
6350	生贄のNPC２	itemLotId_2	52001		False	
6360	生贄のNPC３	itemLotId_1	53000	敵NPC_生贄の3人衆Cのドロップアイテム（火炎放射器）	True	50003300
6370	古城　血族	itemLotId_1	54000		False	
6390	故郷　侵入NPC1	itemLotId_1	47000	敵NPC_故郷１ 斧竿	True	50002700
6395	故郷　侵入NPC2	itemLotId_1	48000	敵NPC_故郷２ 杖鞭	True	50002800
6400	復讐者イベント用NPC1（ヘンリック）	itemLotId_1	55000	復讐者イベント用NPC1（ヘンリック）のドロップアイテム	True	50003400
6410	復讐者イベント用NPC2	itemLotId_1	56000	復讐者イベント用NPC2（強者）のドロップアイテム	True	50003500
6420	聖堂街A　生贄方面 近接型NPC	itemLotId_1	57000	敵NPC_生贄接続NPC近接のドロップアイテム	True	50003600
6430	聖堂街A　生贄方面 射撃型NPC	itemLotId_1	58000	敵NPC_生贄接続NPC射撃のドロップアイテム	True	50003700
6440	トラップロード　侵入NPC	itemLotId_1	49000	敵NPC_トラップロード	True	50002900
6450	大学_聖歌隊NPC	itemLotId_1	59000	敵NPC_大学の聖歌隊のドロップアイテム	True	50003900
6580	聖堂NPC1（近接）	itemLotId_1	43850	時計塔_聖堂NPC_剣大剣	True	50002650
6585	聖堂NPC2（遠距離）	itemLotId_1	43860	時計塔_聖堂NPC_コズミックアロー	True	50002660
6620	恋人NPC	itemLotId_1	43870	時計塔_恋人NPC	True	50002670
7040	NPC5　医療教会の血の狩人　通常時	itemLotId_1	64000	ダンジョンNPC5　通常時	True	
7045	NPC5_2　医療教会の血の狩人　通常時	itemLotId_1	64100	ダンジョンNPC5_2　通常時	True	
7047	NPC5_2　医療教会の血の狩人　共闘	itemLotId_1	64110	ダンジョンNPC5_2　マルチ召喚代理時	True	
7060	NPC7　旧ハンター　通常時	itemLotId_1	66000	ダンジョンNPC7　通常時	True	
7120	NPC11_1：強敵　滅ぼす者　通常時	itemLotId_1	71000	ダンジョンNPC11_1　通常時	True	
7121	NPC11_1：強敵　滅ぼす者　マルチ召喚代理時	itemLotId_1	71010	ダンジョンNPC11_1　マルチ召喚代理時	True	
7122	NPC11_1：強敵　滅ぼす者　共闘	itemLotId_1	71010	ダンジョンNPC11_1　マルチ召喚代理時	True	
7150	NPC14：強敵　カインの血族騎士　通常時	itemLotId_1	75000	ダンジョンNPC14　通常時	True	
7151	NPC14：強敵　カインの血族騎士　マルチ召喚代理時	itemLotId_1	75010	ダンジョンNPC14　マルチ召喚代理時	True	
7160	NPC15：強敵　血族狩り　※頭部のみ　通常時	itemLotId_1	76000	ダンジョンNPC15　通常時	True	
7163	ダンジョンNPC15（車輪＆キャノン）　共闘 m29_50_90_01 3F	itemLotId_1	76010	ダンジョンNPC15　マルチ召喚代理時	True	
20000	吉田テスト：物理防御力：とても軟い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20010	吉田テスト：物理防御力：軟い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20015	吉田テスト：物理防御力：やや軟い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20020	吉田テスト：物理防御力：普通	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20050	吉田テスト：物理防御力：物理が利きにくい	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20100	吉田テスト：物理防御力：とても堅い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
20101	吉田テスト：物理防御力：とても堅い：打撃弱い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
21000	吉田テスト：炎防御力：とても弱い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
21100	吉田テスト：ノコギリと教会武器に弱い。属性に強い	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
22000	吉田テスト：SA：とても頑丈	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
23000	吉田テスト：敵ドーピング：スタート	itemLotId_1	10002420	猟犬　聖堂街C	True	
23010	吉田テスト：敵ドーピング：聖堂B・教区長	itemLotId_1	10002420	猟犬　聖堂街C	True	
23020	吉田テスト：敵ドーピング：聖堂B・神父	itemLotId_1	10002420	猟犬　聖堂街C	True	
23030	吉田テスト：敵ドーピング：廃墟	itemLotId_1	10002420	猟犬　聖堂街C	True	
23040	吉田テスト：敵ドーピング：ダンジョン聖杯1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23050	吉田テスト：敵ドーピング：聖堂A	itemLotId_1	10002420	猟犬　聖堂街C	True	
23060	吉田テスト：敵ドーピング：聖堂C・前半	itemLotId_1	10002420	猟犬　聖堂街C	True	
23070	吉田テスト：敵ドーピング：墓地	itemLotId_1	10002420	猟犬　聖堂街C	True	
23080	吉田テスト：敵ドーピング：生贄の街・初回	itemLotId_1	10002420	猟犬　聖堂街C	True	
23090	吉田テスト：敵ドーピング：墓地・夜	itemLotId_1	10002420	猟犬　聖堂街C	True	
23091	吉田テスト：敵ドーピング：聖堂B・夜	itemLotId_1	10002420	猟犬　聖堂街C	True	
23092	吉田テスト：敵ドーピング：聖堂A・夜	itemLotId_1	10002420	猟犬　聖堂街C	True	
23110	吉田テスト：敵ドーピング：森	itemLotId_1	10002420	猟犬　聖堂街C	True	
23114	吉田テスト：敵ドーピング：故郷・前半	itemLotId_1	10002420	猟犬　聖堂街C	True	
23115	吉田テスト：敵ドーピング：故郷・後半	itemLotId_1	10002420	猟犬　聖堂街C	True	
23116	吉田テスト：敵ドーピング：ダンジョン聖杯9	itemLotId_1	10002420	猟犬　聖堂街C	True	
23120	吉田テスト：敵ドーピング：大学	itemLotId_1	10002420	猟犬　聖堂街C	True	
23130	吉田テスト：敵ドーピング：古城	itemLotId_1	10002420	猟犬　聖堂街C	True	
23135	吉田テスト：敵ドーピング：生贄の街	itemLotId_1	10002420	猟犬　聖堂街C	True	
23138	吉田テスト：敵ドーピング：聖堂C・前半・夜	itemLotId_1	10002420	猟犬　聖堂街C	True	
23140	吉田テスト：敵ドーピング：聖堂C・後半	itemLotId_1	10002420	猟犬　聖堂街C	True	
23150	吉田テスト：敵ドーピング：聖堂C・後半隠し	itemLotId_1	10002420	猟犬　聖堂街C	True	
23160	吉田テスト：敵ドーピング：ダンジョン聖杯12	itemLotId_1	10002420	猟犬　聖堂街C	True	
23180	吉田テスト：敵ドーピング：TR・悪夢の主	itemLotId_1	10002420	猟犬　聖堂街C	True	
23190	吉田テスト：敵ドーピング：TR・デーモン	itemLotId_1	10002420	猟犬　聖堂街C	True	
23200	吉田テスト：敵ドーピング：拠点・覚醒老人	itemLotId_1	10002420	猟犬　聖堂街C	True	
23210	吉田テスト：敵ドーピング：拠点・悪夢	itemLotId_1	10002420	猟犬　聖堂街C	True	
23301	吉田テスト：敵ドーピング：儀式レベル1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23302	吉田テスト：敵ドーピング：儀式レベル2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23303	吉田テスト：敵ドーピング：儀式レベル3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23304	吉田テスト：敵ドーピング：儀式レベル4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23305	吉田テスト：敵ドーピング：儀式レベル5	itemLotId_1	10002420	猟犬　聖堂街C	True	
23306	吉田テスト：敵ドーピング：儀式レベル6	itemLotId_1	10002420	猟犬　聖堂街C	True	
23307	吉田テスト：敵ドーピング：儀式レベル7	itemLotId_1	10002420	猟犬　聖堂街C	True	
23411	吉田テスト：敵ドーピング：儀式レベル1_ザコ：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23412	吉田テスト：敵ドーピング：儀式レベル2_ザコ：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23413	吉田テスト：敵ドーピング：儀式レベル3_ザコ：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23414	吉田テスト：敵ドーピング：儀式レベル4_ザコ：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23415	吉田テスト：敵ドーピング：儀式レベル5_ザコ：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23421	吉田テスト：敵ドーピング：儀式レベル1_ザコ：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23422	吉田テスト：敵ドーピング：儀式レベル2_ザコ：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23423	吉田テスト：敵ドーピング：儀式レベル3_ザコ：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23424	吉田テスト：敵ドーピング：儀式レベル4_ザコ：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23425	吉田テスト：敵ドーピング：儀式レベル5_ザコ：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23431	吉田テスト：敵ドーピング：儀式レベル1_ザコ：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23432	吉田テスト：敵ドーピング：儀式レベル2_ザコ：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23433	吉田テスト：敵ドーピング：儀式レベル3_ザコ：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23434	吉田テスト：敵ドーピング：儀式レベル4_ザコ：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23435	吉田テスト：敵ドーピング：儀式レベル5_ザコ：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23441	吉田テスト：敵ドーピング：儀式レベル1_ザコ：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23442	吉田テスト：敵ドーピング：儀式レベル2_ザコ：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23443	吉田テスト：敵ドーピング：儀式レベル3_ザコ：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23444	吉田テスト：敵ドーピング：儀式レベル4_ザコ：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23445	吉田テスト：敵ドーピング：儀式レベル5_ザコ：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23511	吉田テスト：敵ドーピング：儀式レベル1_ボス：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23512	吉田テスト：敵ドーピング：儀式レベル2_ボス：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23513	吉田テスト：敵ドーピング：儀式レベル3_ボス：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23514	吉田テスト：敵ドーピング：儀式レベル4_ボス：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23515	吉田テスト：敵ドーピング：儀式レベル5_ボス：フロア1	itemLotId_1	10002420	猟犬　聖堂街C	True	
23521	吉田テスト：敵ドーピング：儀式レベル1_ボス：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23522	吉田テスト：敵ドーピング：儀式レベル2_ボス：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23523	吉田テスト：敵ドーピング：儀式レベル3_ボス：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23524	吉田テスト：敵ドーピング：儀式レベル4_ボス：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23525	吉田テスト：敵ドーピング：儀式レベル5_ボス：フロア2	itemLotId_1	10002420	猟犬　聖堂街C	True	
23531	吉田テスト：敵ドーピング：儀式レベル1_ボス：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23532	吉田テスト：敵ドーピング：儀式レベル2_ボス：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23533	吉田テスト：敵ドーピング：儀式レベル3_ボス：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23534	吉田テスト：敵ドーピング：儀式レベル4_ボス：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23535	吉田テスト：敵ドーピング：儀式レベル5_ボス：フロア3	itemLotId_1	10002420	猟犬　聖堂街C	True	
23541	吉田テスト：敵ドーピング：儀式レベル1_ボス：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23542	吉田テスト：敵ドーピング：儀式レベル2_ボス：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23543	吉田テスト：敵ドーピング：儀式レベル3_ボス：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23544	吉田テスト：敵ドーピング：儀式レベル4_ボス：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
23545	吉田テスト：敵ドーピング：儀式レベル5_ボス：フロア4	itemLotId_1	10002420	猟犬　聖堂街C	True	
100010	猟犬　聖堂街C	itemLotId_1	10002420	猟犬　聖堂街C	True	
100020	猟犬　聖堂街B	itemLotId_1	10002410	猟犬　聖堂街B	True	
100021	猟犬　聖堂街B　最初の猟犬	itemLotId_1	10002410	猟犬　聖堂街B	True	
100060	猟犬　廃墟	itemLotId_1	10002300	猟犬　廃墟	True	
100100	腐れ猟犬　生贄	itemLotId_1	10010000	腐れ猟犬　生贄	True	
101600	司祭　トラップロード	itemLotId_1	10102600	司祭　TR	True	
105220	さまよう寡婦（侵入PC召喚）　墓地街	itemLotId_1	10522000	さまよう寡婦（侵入PC召喚）　墓地街	True	
105230	さまよう寡婦（侵入PC召喚）　廃墟	itemLotId_1	10523000	さまよう寡婦（侵入PC召喚）　廃墟	True	
105240	さまよう寡婦（侵入PC召喚）　聖堂街A	itemLotId_1	10524000	さまよう寡婦（侵入PC召喚）　聖堂街A	True	
105241	さまよう寡婦（侵入PC召喚）　聖堂街B	itemLotId_1	10524100	さまよう寡婦（侵入PC召喚）　聖堂街B	True	
105242	さまよう寡婦（侵入PC召喚）　聖堂街C	itemLotId_1	10524200	さまよう寡婦（侵入PC召喚）　聖堂街C	True	
105250	さまよう寡婦（侵入PC召喚）　古城	itemLotId_1	10525000	さまよう寡婦（侵入PC召喚）　古城	True	
105260	さまよう寡婦（侵入PC召喚）　トラップロード	itemLotId_1	10526000	さまよう寡婦（侵入PC召喚）　トラップロード	True	
105270	さまよう寡婦（侵入PC召喚）　森	itemLotId_1	10527000	さまよう寡婦（侵入PC召喚）　森	True	
105280	さまよう寡婦（侵入PC召喚）　生贄	itemLotId_1	10528000	さまよう寡婦（侵入PC召喚）　生贄	True	
105320	さまよう寡婦（侵入PC召喚）　大学	itemLotId_1	10532000	さまよう寡婦（侵入PC召喚）　大学	True	
105330	さまよう寡婦（侵入PC召喚）　故郷	itemLotId_1	10533000	さまよう寡婦（侵入PC召喚）　故郷	True	
105800	さまよう寡婦　生贄	itemLotId_1	10502800	さまよう寡婦　生贄	True	
105810	さまよう寡婦　生贄　ボスおとも	itemLotId_1	10502810	さまよう寡婦　ボスおとも	True	
106000	脳喰らい　聖堂街C	itemLotId_1	10602420	脳喰らい　聖堂街C	True	
106001	脳喰らい_姿隠し　聖堂街C	itemLotId_1	10602422	脳喰らい_姿隠し　聖堂街C	True	
106010	脳喰らい 魔法　聖堂街C	itemLotId_1	10602420	脳喰らい　聖堂街C	True	
106020	脳喰らい 投げ　聖堂街C	itemLotId_1	10602420	脳喰らい　聖堂街C	True	
106021	脳喰らい 投げ　聖堂街C	itemLotId_1	10602420	脳喰らい　聖堂街C	True	
106030	脳喰らい　聖堂街B	itemLotId_1	10602410	脳喰らい　聖堂街B	True	
106100	脳喰らい　聖堂街A	itemLotId_1	10602400	脳喰らい　聖堂街A	True	
106101	脳喰らい　聖堂街A・中盤	itemLotId_1	10602400	脳喰らい　聖堂街A	True	
106102	脳喰らい　聖堂街A・後半	itemLotId_1	10602400	脳喰らい　聖堂街A	True	
106200	脳喰らい　大学　強敵	itemLotId_1	10603200	脳喰らい　大学	True	
109000	異形ビースト　廃墟　警戒行動なし	itemLotId_1	10902300	異形ビースト　廃墟	True	
109003	異形ビースト　廃墟　なめらか巡回無視	itemLotId_1	10902300	異形ビースト　廃墟	True	
109010	異形ビースト　廃墟　スローキャラ	itemLotId_1	10902310	異形ビースト_赤目　廃墟	True	
109100	異形ビースト　会話用_感染者の乞食　警戒行動なし	itemLotId_1	29010	重病人_異形ビーストになったときのドロップアイテム	True	50001300
109800	異形ビースト　廃墟　常時感染	itemLotId_1	10902310	異形ビースト_赤目　廃墟	True	
109900	異形ビースト　廃墟　寝ているやつ	itemLotId_1	10902300	異形ビースト　廃墟	True	
109950	異形ビースト　聖堂街D　同士討ち	itemLotId_1	10903400	異形ビースト　聖堂街D	True	
109951	異形ビースト　聖堂街D　同士討ち 雑魚	itemLotId_1	10903400	異形ビースト　聖堂街D	True	
110010	下水ネズミ　聖堂街B　腫瘍全なし	itemLotId_1	11002410	下水ネズミ　聖堂街B	True	
110350	下水ネズミ　時計塔　光る目	itemLotId_1	11003500	下水ネズミ　時計塔	True	
110351	下水ネズミ　時計塔　なめらか巡回無視	itemLotId_1	11003500	下水ネズミ　時計塔	True	
110352	下水ネズミ　時計塔　光る目　待機を挟む巡回	itemLotId_1	11003500	下水ネズミ　時計塔	True	
111010	クモ男パッチ_大学	itemLotId_1	39020	パッチ_死亡時ドロップアイテム	True	50002100
111011	クモ男パッチ_ダンジョン	itemLotId_1	39020	パッチ_死亡時ドロップアイテム	True	50002100
111012	クモ男パッチ_故郷	itemLotId_1	39020	パッチ_死亡時ドロップアイテム	True	50002100
111600	死と闇の眷属　トラップロード	itemLotId_1	11102600	死と闇の眷属　TR	True	
111610	死と闇の眷属　首なし　トラップロード	itemLotId_1	11102600	死と闇の眷属　TR	True	
112070	水死体ビースト　森【街人】	itemLotId_1	11202700	水死体ビースト　森	True	
112071	水死体ビースト　森【獣】	itemLotId_1	11202700	水死体ビースト　森	True	
112400	水死体ビースト【貧弱】　聖堂街_Ｂ	itemLotId_1	11202420	水死体ビースト　聖堂街B	True	
112401	水死体ビースト【青年】　聖堂街_Ｂ	itemLotId_1	11202420	水死体ビースト　聖堂街B	True	
112402	水死体ビースト【街人】　聖堂街_Ｂ	itemLotId_1	11202420	水死体ビースト　聖堂街B	True	
112403	水死体ビースト【ダルマ】　聖堂街_Ｂ	itemLotId_1	11202420	水死体ビースト　聖堂街B	True	
113010	デーモンの狂信者(避難所の盲人＿杖マテリアル無効)	itemLotId_1	22010	避難所の盲人_死亡時ドロップアイテム	True	50000600
114000	狂信者の獣　墓地街	itemLotId_1	11402200	狂信者の獣　墓地街	True	
117000	屍肉烏　墓地街	itemLotId_1	11702200	屍肉鳥　墓地街	True	
117070	屍肉烏　森	itemLotId_1	11702700	屍肉鳥　森	True	
117100	屍肉烏　廃墟	itemLotId_1	11702300	屍肉鳥　廃墟	True	
117300	屍肉烏　聖堂街A	itemLotId_1	11702400	屍肉鳥　聖堂街A	True	
117301	屍肉烏　聖堂街A・中盤	itemLotId_1	11702400	屍肉鳥　聖堂街A	True	
117302	屍肉烏　聖堂街A・後半	itemLotId_1	11702400	屍肉鳥　聖堂街A	True	
117350	屍肉烏　時計塔	itemLotId_1	11703500	屍肉鳥　時計塔	True	
117351	屍肉烏　時計塔_カレル持ち	itemLotId_1	11703510	屍肉鳥　時計塔_カレル持ち	True	53508100
117400	屍肉烏　聖堂街B	itemLotId_1	11702410	屍肉鳥　聖堂街B	True	
117450	屍肉烏　聖堂街C・後半	itemLotId_1	11702420	屍肉鳥　聖堂街C	True	
117460	屍肉烏　聖堂街C・前半	itemLotId_1	11702420	屍肉鳥　聖堂街C	True	
117600	屍肉烏　トラップロード　犬頭	itemLotId_1	11702600	屍肉鳥　TR	True	
117800	屍肉烏　生贄	itemLotId_1	11702800	屍肉鳥　生贄の街	True	
117900	屍肉烏　聖堂街D	itemLotId_1	11703400	屍肉鳥　聖堂街D	True	
118000	さまよう狂気(小)　聖堂街B　00	itemLotId_1	11800000	さまよう狂気（小）　聖堂街B　×	True	
118001	さまよう狂気(小)　聖堂街B　01	itemLotId_1	11800010	さまよう狂気（小）　聖堂街B	True	
118002	さまよう狂気(小)　聖堂街B　02	itemLotId_1	11800020	さまよう狂気（小）　聖堂街B　×	True	
118003	さまよう狂気(小)　聖堂街B　03	itemLotId_1	11800030	さまよう狂気（小）　聖堂街B　×	True	
118004	さまよう狂気(小)　聖堂街B　04	itemLotId_1	11800040	さまよう狂気（小）　聖堂街B　×	True	
118010	さまよう狂気(小)　聖堂街A・生贄接続	itemLotId_1	11800100	さまよう狂気（小）　聖堂街A　○（A-生贄接続）	True	52400990
118011	さまよう狂気(小)　聖堂街A	itemLotId_1	11800110	さまよう狂気（小）　聖堂街A　○	True	52400980
118012	さまよう狂気(小)　聖堂街A・生贄接続	itemLotId_1	11800120	さまよう狂気（小）　聖堂街A　○（A-生贄接続）	True	52400970
118013	さまよう狂気(小)　聖堂街A	itemLotId_1	11800130	さまよう狂気（小）　聖堂街A　○（聖堂街C前半）	True	52400960
118014	さまよう狂気(小)　聖堂街A・生贄接続	itemLotId_1	11800140	さまよう狂気（小）　聖堂街A　○（A-生贄接続）	True	52400950
118015	さまよう狂気(小)　聖堂街A・生贄接続	itemLotId_1	11800150	さまよう狂気（小）　聖堂街A　○（A-生贄接続）	True	52400940
118020	さまよう狂気(小)　廃墟00	itemLotId_1	11800200	さまよう狂気（小）　廃墟　○	True	52300990
118021	さまよう狂気(小)　廃墟01	itemLotId_1	11800210	さまよう狂気（小）　廃墟　○	True	52300980
118022	さまよう狂気(小)　廃墟02	itemLotId_1	11800220	さまよう狂気（小）　廃墟　○	True	52300970
118030	さまよう狂気(小)　生贄の街 初回	itemLotId_1	11800300	さまよう狂気（小）　生贄の街 初回　○	True	52800990
118040	さまよう狂気(小)　墓地街00	itemLotId_1	11800400	さまよう狂気（小）　墓地街　○	True	52200990
118041	さまよう狂気(小)　墓地街01	itemLotId_1	11800410	さまよう狂気（小）　墓地街　○	True	52200980
118042	さまよう狂気(小)　墓地街02	itemLotId_1	11800420	さまよう狂気（小）　墓地街　×	True	
118050	さまよう狂気(小)　森	itemLotId_1	11800500	さまよう狂気（小）　森　×	True	
118051	さまよう狂気(小)　森	itemLotId_1	11800510	さまよう狂気（小）　森　×	True	
118052	さまよう狂気(小)　森	itemLotId_1	11800520	さまよう狂気（小）　森　○	True	52700970
118053	さまよう狂気(小)　森	itemLotId_1	11800530	さまよう狂気（小）　森　×	True	
118060	さまよう狂気(小)　大学	itemLotId_1	11800600	さまよう狂気（小）　大学　×	True	
118070	さまよう狂気(小)　聖堂街C	itemLotId_1	11800700	さまよう狂気（小）　聖堂街C（後半）　○	True	52420990
118080	さまよう狂気(小)　古城　00	itemLotId_1	11800800	さまよう狂気（小）　古城　×	True	
118081	さまよう狂気(小)　古城　01	itemLotId_1	11800810	さまよう狂気（小）　古城　×	True	
118082	さまよう狂気(小)　古城　02	itemLotId_1	11800820	さまよう狂気（小）　古城　○	True	52500970
118083	さまよう狂気(小)　古城　03	itemLotId_1	11800830	さまよう狂気（小）　古城　×	True	
118084	さまよう狂気(小)　古城　04	itemLotId_1	11800840	さまよう狂気（小）　古城　×	True	
118090	さまよう狂気(小)　生贄の街　00	itemLotId_1	11800900	さまよう狂気（小）　生贄の街　○	True	52800980
118091	さまよう狂気(小)　生贄の街　01	itemLotId_1	11800910	さまよう狂気（小）　生贄の街　○	True	52800970
118092	さまよう狂気(小)　生贄の街　02	itemLotId_1	11800920	さまよう狂気（小）　生贄の街 初回　○	True	52800960
118100	さまよう狂気(小)　トラップロード　00	itemLotId_1	11801000	さまよう狂気（小）　トラップロード　○	True	52600990
118101	さまよう狂気(小)　トラップロード　01	itemLotId_1	11801010	さまよう狂気（小）　トラップロード　○	True	52600980
118102	さまよう狂気(小)　トラップロード　02	itemLotId_1	11801020	さまよう狂気（小）　トラップロード　×	True	
118103	さまよう狂気(小)　トラップロード　03	itemLotId_1	11801030	さまよう狂気（小）　トラップロード　○	True	52600960
118104	さまよう狂気(小)　トラップロード　04	itemLotId_1	11801040	さまよう狂気（小）　トラップロード　×	True	
118110	さまよう狂気(小)　故郷00	itemLotId_1	11801100	さまよう狂気（小）　故郷　○	True	53300990
118111	さまよう狂気(小)　故郷01	itemLotId_1	11801110	さまよう狂気（小）　故郷　○	True	53300980
118112	さまよう狂気(小)　故郷02	itemLotId_1	11801120	さまよう狂気（小）　故郷　○	True	53300970
118113	さまよう狂気(小)　故郷03	itemLotId_1	11801130	さまよう狂気（小）　故郷　○	True	53300960
118114	さまよう狂気(小)　故郷04	itemLotId_1	11801140	さまよう狂気（小）　故郷　×	True	
118115	さまよう狂気(小)　故郷05	itemLotId_1	11801150	さまよう狂気（小）　故郷　○	True	53300940
118116	さまよう狂気(小)　故郷06	itemLotId_1	11801160	さまよう狂気（小）　故郷　○	True	53300930
