map_path	map_name	part_name	part_entity_id	npc_param_id	npc_name	talk_id	x	y	z	drop_field	item_lot_id	lot_name
m22_00_00_00.msb	m22_00_00_00	c1140_0018	2200290	114000	狂信者の獣　墓地街	0	-122.94089	-9.812898	440.38992	itemLotId_1	11402200	狂信者の獣　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0000	2200230	117000	屍肉烏　墓地街	0	-225.97733	-20.633	544.4939	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0001	2200231	117000	屍肉烏　墓地街	0	-228.045	-20.848999	546.636	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0002	2200203	117000	屍肉烏　墓地街	0	-226.93715	-20.571999	547.5078	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0003	2200232	117000	屍肉烏　墓地街	0	-227.827	-20.755	545.237	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0006	-1	117000	屍肉烏　墓地街	0	-234.29298	-20.973057	557.8794	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0007	2200320	117000	屍肉烏　墓地街	0	-229.897	-20.858	550.826	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1170_0008	2200321	117000	屍肉烏　墓地街	0	-228.897	-20.825	546.25	itemLotId_1	11702200	屍肉鳥　墓地街
m22_00_00_00.msb	m22_00_00_00	c1180_0000	2200111	118040	さまよう狂気(小)　墓地街00	0	-233.331	-3.226999	630.773	itemLotId_1	11800400	さまよう狂気（小）　墓地街　○
m22_00_00_00.msb	m22_00_00_00	c1180_0001	2200170	118041	さまよう狂気(小)　墓地街01	0	-333.16	17.7	675.94	itemLotId_1	11800410	さまよう狂気（小）　墓地街　○
m22_00_00_00.msb	m22_00_00_00	c2000_0000	2200280	200000	処刑人　墓地街	0	-318.852	0.421	631.159	itemLotId_1	20002200	処刑人　墓地街
m22_00_00_00.msb	m22_00_00_00	c2000_0001	2200340	200000	処刑人　墓地街	0	-299.27972	-9.108164	601.48456	itemLotId_1	20002200	処刑人　墓地街
m22_00_00_00.msb	m22_00_00_00	c2000_0002	2200341	200000	処刑人　墓地街	0	-273.5399	-8.51	589.27704	itemLotId_1	20002200	処刑人　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0000	2200810	205010	狂気の悪霊　墓地街	0	-336.2829	2.414211	724.2866	itemLotId_1	20502200	狂気の悪霊　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0001	2200811	205010	狂気の悪霊　墓地街	0	-333.67877	2.414211	726.77954	itemLotId_1	20502200	狂気の悪霊　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0002	2200812	205010	狂気の悪霊　墓地街	0	-339.06665	2.414211	726.33057	itemLotId_1	20502200	狂気の悪霊　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0005	2200502	205220	狂気の悪霊　SAN値　墓地街	0	-61.25	-5.42	416.8	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0006	2200503	205220	狂気の悪霊　SAN値　墓地街	0	-90.8	-4.44	415.63	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0008	2200505	205220	狂気の悪霊　SAN値　墓地街	0	-147.09	-15.49	465.46	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0009	2200506	205220	狂気の悪霊　SAN値　墓地街	0	-247.85	-25.029999	512.4	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0010	2200507	205220	狂気の悪霊　SAN値　墓地街	0	-218.87	-21.15	555.64	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0011	2200508	205220	狂気の悪霊　SAN値　墓地街	0	-245.91	-3.219999	636.11	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0000	2200200	261020	群衆女　焼きごて　墓地街	0	-199.99895	-21.099998	564.92834	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0001	2200440	261030	群衆女　ハンマー　墓地街	0	-264.972	-19.424927	530.334	itemLotId_1	26102206	群衆女　ハンマー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0003	2200140	261000	群衆女　鎌　墓地街　	0	-205.25	-11.559999	596.4	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0004	2200450	261000	群衆女　鎌　墓地街　	0	-235.59601	-25.714	512.689	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0005	2200250	261010	群衆女　鉈松明　墓地街　	0	-276.75623	-2.427	651.0073	itemLotId_1	26102200	群衆女　松明　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0006	2200130	261040	群衆女　鉈投擲　墓地街	0	-211.162	-11.561999	592.586	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0007	2200251	261020	群衆女　焼きごて　墓地街	0	-275.127	-2.151999	646.406	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0008	2200260	261040	群衆女　鉈投擲　墓地街	0	-257.32214	-2.135893	622.1347	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0009	2200201	261030	群衆女　ハンマー　墓地街	0	-257.4	-2.98	664.5	itemLotId_1	26102206	群衆女　ハンマー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0010	2200205	261000	群衆女　鎌　墓地街　	0	-256.46802	-3.141	604.64	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0011	2200430	261020	群衆女　焼きごて　墓地街	0	-263.45502	-20.866	523.671	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0012	2200273	261040	群衆女　鉈投擲　墓地街	0	-295.162	-11.254999	647.755	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0014	2200100	261010	群衆女　鉈松明　墓地街　	0	-211.8328	-32.396736	505.35577	itemLotId_1	26102200	群衆女　松明　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0015	2200204	261000	群衆女　鎌　墓地街　	0	-257.28	-1.96	629.092	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0018	2200212	261010	群衆女　鉈松明　墓地街　	0	-198.916	-31.933	501.626	itemLotId_1	26102200	群衆女　松明　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0019	2200300	261000	群衆女　鎌　墓地街　	0	-209.80472	-32.451	498.8244	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0020	2200270	261020	群衆女　焼きごて　墓地街	0	-328.583	12.414	666.406	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0021	2200271	261030	群衆女　ハンマー　墓地街	0	-331.186	12.414	668.813	itemLotId_1	26102206	群衆女　ハンマー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0022	2200272	261040	群衆女　鉈投擲　墓地街	0	-329.035	12.451	671.636	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0023	2200310	261040	群衆女　鉈投擲　墓地街	0	-259.29556	-19.438763	533.2021	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0024	2200202	261000	群衆女　鎌　墓地街　	0	-256.703	-16.087	558.747	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0025	2200311	261040	群衆女　鉈投擲　墓地街	0	-273.8	-10	556.3	itemLotId_1	26102208	群衆女　投擲　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0027	2200213	261020	群衆女　焼きごて　墓地街	0	-209.694	-31.572	516.246	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0030	2200303	261000	群衆女　鎌　墓地街　	0	-196.724	-31.96	496.785	itemLotId_1	26102202	群衆女　鎌　墓地街
m22_00_00_00.msb	m22_00_00_00	c2620_0000	-1	262310	群衆（車椅子）　短筒　墓地街	0	-215.27	-6.316999	605.344	itemLotId_1	26202410	群衆（車椅子）　聖堂街B
m22_00_00_00.msb	m22_00_00_00	c2630_0000	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-79.016136	-6.410004	428.17215	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0002	2200410	263180	群衆A（大）　リーダー　墓地街	0	-67.49787	-4.606426	439.99673	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0004	2200411	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-105.348	-3.705	413.532	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0005	2200292	263180	群衆A（大）　リーダー　墓地街	0	-118.8	-8.236967	437.76	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0006	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-90.11301	-5.445999	439.902	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0007	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-72.19214	-4.573535	441.22665	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0008	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-49.996002	-4.997999	424.308	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0009	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-51.97101	-5.632	424.178	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0010	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-50.354996	-5.354	421.513	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0011	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-49.71901	-5.113	419.43	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0012	-1	263182	群衆A（大）　リーダー　固定砲台　墓地街	0	-91.89101	-2.518	398.032	itemLotId_1	10202202	群衆Aリーダー　墓地街
m22_00_00_00.msb	m22_00_00_00	c2640_0000	2200240	264100	群衆B（大）　レンガ　マント付  墓地街	0	-202.183	-13.921	581.609	itemLotId_1	10302200	群衆B　墓地街
m22_00_00_00.msb	m22_00_00_00	c2640_0001	2200252	264100	群衆B（大）　レンガ　マント付  墓地街	0	-273.653	-2.381	648.29297	itemLotId_1	10302200	群衆B　墓地街
m22_00_00_00.msb	m22_00_00_00	c2640_0002	2200120	264100	群衆B（大）　レンガ　マント付  墓地街	0	-279.626	-13.257999	559.565	itemLotId_1	10302200	群衆B　墓地街
m22_00_00_00.msb	m22_00_00_00	c1140_0012	-1	114000	狂信者の獣　墓地街	0	-99.579	-4.063	408.588	itemLotId_1	11402200	狂信者の獣　墓地街
m22_00_00_00.msb	m22_00_00_00	c1140_0017	2200224	114000	狂信者の獣　墓地街	0	-262.736	-20.28815	525.099	itemLotId_1	11402200	狂信者の獣　墓地街
m22_00_00_00.msb	m22_00_00_00	c1180_0002	2200110	118042	さまよう狂気(小)　墓地街02	0	-263.4045	-7.294	590.0327	itemLotId_1	11800420	さまよう狂気（小）　墓地街　×
m22_00_00_00.msb	m22_00_00_00	c2050_0003	2200500	205220	狂気の悪霊　SAN値　墓地街	0	-223.151	-21.046999	554.291	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0004	2200501	205220	狂気の悪霊　SAN値　墓地街	0	-225.363	-10.059999	617.8	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2050_0007	2200504	205220	狂気の悪霊　SAN値　墓地街	0	-94.40516	-4.44	423.56134	itemLotId_1	20522000	狂気の悪霊　SAN値　墓地街
m22_00_00_00.msb	m22_00_00_00	c2610_0002	2200211	261020	群衆女　焼きごて　墓地街	0	-207.646	-30.671999	514.712	itemLotId_1	26102204	群衆女　焼きごて　墓地街
m22_00_00_00.msb	m22_00_00_00	c2630_0003	-1	263180	群衆A（大）　リーダー　墓地街	0	-66.16164	-4.638655	439.41684	itemLotId_1	10202202	群衆Aリーダー　墓地街
m23_00_00_00.msb	m23_00_00_00	c0000_0003	2300720	6310	廃墟　ハンター	0	33.350918	-87.990005	-45.612495	itemLotId_1	50000	敵NPC_廃墟のハンターのドロップアイテム
m23_00_00_00.msb	m23_00_00_00	c0000_0005	2300710	6300	廃墟　獣の守護者	230323	15.439999	-53.926003	-63.22	itemLotId_1	33010	獣の守護者_死亡時ドロップアイテム
m23_00_00_00.msb	m23_00_00_00	c1000_0000	2300200	100060	猟犬　廃墟	0	130.474	-42.678	41.7	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1000_0001	2300201	100060	猟犬　廃墟	0	46.678	-115.655	-56.27	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1000_0002	2300202	100060	猟犬　廃墟	0	35.847954	-115.777	-5.021642	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1000_0003	2300203	100060	猟犬　廃墟	0	-1.243	-106.856	-6.43	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1000_0004	2300204	100060	猟犬　廃墟	0	41.481	-114.417	10.831	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1000_0005	2300205	100060	猟犬　廃墟	0	-5.271	-115.481	22.662	itemLotId_1	10002300	猟犬　廃墟
m23_00_00_00.msb	m23_00_00_00	c1051_0000	2300750	105230	さまよう寡婦（侵入PC召喚）　廃墟	0	41.6	-101.98	-26	itemLotId_1	10523000	さまよう寡婦（侵入PC召喚）　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0000	2300300	109000	異形ビースト　廃墟　警戒行動なし	0	94.001	-66.923996	-17.152	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0001	2300301	109000	異形ビースト　廃墟　警戒行動なし	0	98.240005	-67.984	-30.679	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0002	2300302	109000	異形ビースト　廃墟　警戒行動なし	0	93.85	-68.063995	-39.41	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0003	2300303	109000	異形ビースト　廃墟　警戒行動なし	0	96.893005	-68.052	-39.97	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0004	2300304	109000	異形ビースト　廃墟　警戒行動なし	0	61.621002	-72.983	-44.622	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0005	2300305	109000	異形ビースト　廃墟　警戒行動なし	0	62.316	-72.989	-38.774	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0006	2300306	109000	異形ビースト　廃墟　警戒行動なし	0	52.326	-78.076996	-33.268	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0007	2300307	109000	異形ビースト　廃墟　警戒行動なし	0	68.66	-83.244	-53.209	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0008	2300308	109000	異形ビースト　廃墟　警戒行動なし	0	58.843002	-83.162	-56.647	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0009	2300309	109000	異形ビースト　廃墟　警戒行動なし	0	64.027	-83.45	-72.625	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0010	2300310	109000	異形ビースト　廃墟　警戒行動なし	0	65.687	-83.431	-75.389	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0011	2300311	109000	異形ビースト　廃墟　警戒行動なし	0	37.409	-85.537994	-74.907	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0012	2300312	109000	異形ビースト　廃墟　警戒行動なし	0	32.093002	-85.553	-69.838	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0013	2300313	109000	異形ビースト　廃墟　警戒行動なし	0	21.265	-84.196	-74.933	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0014	2300314	109003	異形ビースト　廃墟　なめらか巡回無視	0	34.154	-84.216	-83.379	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0015	2300315	109000	異形ビースト　廃墟　警戒行動なし	0	28.763	-84.153	-87.726	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0017	2300317	109000	異形ビースト　廃墟　警戒行動なし	0	19.619	-84.194	-84.079	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0018	2300318	109000	異形ビースト　廃墟　警戒行動なし	0	37.696	-90.67	-57.636	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0019	2300319	109000	異形ビースト　廃墟　警戒行動なし	0	49.959	-90.57	-55.176	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0020	2300320	109000	異形ビースト　廃墟　警戒行動なし	0	-39.695	-108.337	-74.268	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0021	2300321	109000	異形ビースト　廃墟　警戒行動なし	0	-38.615997	-108.337	-67.816	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0022	2300322	109000	異形ビースト　廃墟　警戒行動なし	0	-33.052002	-108.58	-74.944	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0023	2300323	109000	異形ビースト　廃墟　警戒行動なし	0	-39.897003	-108.179	-64.28	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0024	2300324	109000	異形ビースト　廃墟　警戒行動なし	0	-28.492996	-108.694	-61.881	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0025	2300325	109000	異形ビースト　廃墟　警戒行動なし	0	6.903999	-113.116	-79.705	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0026	2300326	109000	異形ビースト　廃墟　警戒行動なし	0	16.011002	-112.755	-71.505	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0027	2300327	109000	異形ビースト　廃墟　警戒行動なし	0	23.055	-112.736	-80.608	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0028	2300328	109000	異形ビースト　廃墟　警戒行動なし	0	48.15	-113.798	15.74	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0029	2300329	109000	異形ビースト　廃墟　警戒行動なし	0	42.929	-105.479	15.48	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0030	2300330	109000	異形ビースト　廃墟　警戒行動なし	0	74.216	-95.521	-49.513	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0031	2300331	109000	異形ビースト　廃墟　警戒行動なし	0	78.321	-95.518	-46.648	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0032	2300332	109000	異形ビースト　廃墟　警戒行動なし	0	74.951004	-95.517	-34.727	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0033	2300333	109000	異形ビースト　廃墟　警戒行動なし	0	69.031	-94.872	-30.961	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0034	2300334	109000	異形ビースト　廃墟　警戒行動なし	0	66.442	-94.025	-29.627	itemLotId_1	10902300	異形ビースト　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0040	2300400	109010	異形ビースト　廃墟　スローキャラ	0	115.427	-68.044	-50.307	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0041	2300401	109010	異形ビースト　廃墟　スローキャラ	0	65.769	-72.977005	-44.778	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0042	2300402	109010	異形ビースト　廃墟　スローキャラ	0	72.986	-72.93	-30.368	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0043	2300403	109010	異形ビースト　廃墟　スローキャラ	0	35.43	-85.544	-66.243	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0044	2300404	109010	異形ビースト　廃墟　スローキャラ	0	27.12	-84.228	-83.189	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0045	2300405	109010	異形ビースト　廃墟　スローキャラ	0	22.928	-84.196	-87.063	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0046	2300406	109010	異形ビースト　廃墟　スローキャラ	0	-11.084999	-85.234	-60.865	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0047	2300407	109010	異形ビースト　廃墟　スローキャラ	0	-14.408997	-93.316	-85.509	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0048	2300408	109010	異形ビースト　廃墟　スローキャラ	0	-37.947998	-108.614	-79.261	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0049	2300409	109010	異形ビースト　廃墟　スローキャラ	0	-27.693	-108.487	-74.173	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0050	2300410	109010	異形ビースト　廃墟　スローキャラ	0	-25.378998	-108.578	-68.394	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0051	2300411	109010	異形ビースト　廃墟　スローキャラ	0	85.7	-90.528	9.58	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0052	2300412	109010	異形ビースト　廃墟　スローキャラ	0	80.124	-90.511	16.341	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0053	2300413	109010	異形ビースト　廃墟　スローキャラ	0	75.195	-101.52	-44.014	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0054	2300414	109010	異形ビースト　廃墟　スローキャラ	0	75.718	-101.52	-36.99	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0060	2300500	109800	異形ビースト　廃墟　常時感染	0	-45.498	-127.883	16.561	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0061	2300501	109800	異形ビースト　廃墟　常時感染	0	-62.257004	-129.163	21.625	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1090_0062	2300502	109800	異形ビースト　廃墟　常時感染	0	-81.281006	-127.594	-3.545	itemLotId_1	10902310	異形ビースト_赤目　廃墟
m23_00_00_00.msb	m23_00_00_00	c1170_0000	2300220	117100	屍肉烏　廃墟	0	69.505	-82.979996	-71.783	itemLotId_1	11702300	屍肉鳥　廃墟
m23_00_00_00.msb	m23_00_00_00	c1170_0001	2300221	117100	屍肉烏　廃墟	0	71.14	-82.994995	-71.78	itemLotId_1	11702300	屍肉鳥　廃墟
